name,keyword
"Mascot Server",http://edamontology.org/operation_3767
"Mascot Server",http://edamontology.org/operation_3643
"Mascot Server",http://edamontology.org/operation_2929
"Mascot Server",http://edamontology.org/operation_3801
"Mascot Server",http://edamontology.org/operation_3639
"Mascot Server",http://edamontology.org/operation_3641
"Mascot Server",http://edamontology.org/operation_3647
"Mascot Server",http://edamontology.org/operation_3649
"Mascot Server",http://edamontology.org/operation_3646
microManager,http://edamontology.org/operation_3552
PolyPhen-2,http://edamontology.org/operation_1777
PolyPhen-2,http://edamontology.org/operation_3092
PolyPhen-2,http://edamontology.org/operation_2422
PolyPhen-2,http://edamontology.org/operation_0477
PolyPhen-2,http://edamontology.org/operation_0331
bedtools_genomecoveragebed_histogram,http://edamontology.org/operation_3197
motif-x,http://edamontology.org/operation_0253
FBAT,http://edamontology.org/operation_2238
DSSP,http://edamontology.org/operation_0320
AUGUSTUS,http://edamontology.org/operation_2454
AUGUSTUS,http://edamontology.org/operation_3662
AUGUSTUS,http://edamontology.org/operation_3663
AUGUSTUS,http://edamontology.org/operation_0004
SPICE,http://edamontology.org/operation_2422
SPICE,http://edamontology.org/operation_3744
FlowSOM,http://edamontology.org/operation_0337
SWISS-MODEL,http://edamontology.org/operation_0479
SWISS-MODEL,http://edamontology.org/operation_0477
MACH,http://edamontology.org/operation_0487
MACH,http://edamontology.org/operation_3557
MaCH-Admix,http://edamontology.org/operation_0487
MaCH-Admix,http://edamontology.org/operation_3557
MaCH-Admix,http://edamontology.org/operation_3703
"SNPs GO",http://edamontology.org/operation_3461
"Collagen Mutation Database (CMD)",http://edamontology.org/operation_0224
dbNSFP,http://edamontology.org/operation_3436
dbNSFP,http://edamontology.org/operation_3459
dbNSFP,http://edamontology.org/operation_3695
dbNSFP,http://edamontology.org/operation_3661
"Cafe Variome",http://edamontology.org/operation_3196
"Cafe Variome",http://edamontology.org/operation_0224
Orphadata,http://edamontology.org/operation_0226
Orphadata,http://edamontology.org/operation_0227
Orphadata,http://edamontology.org/operation_2990
Oncotator,http://edamontology.org/operation_0361
GeneMatcher,http://edamontology.org/operation_2478
PhenomeCentral,http://edamontology.org/operation_3436
PhenomeCentral,http://edamontology.org/operation_3197
PhenomeCentral,http://edamontology.org/operation_2422
PhenomeCentral,http://edamontology.org/operation_3431
"Matchmaker exchange",http://edamontology.org/operation_3760
"Matchmaker exchange",http://edamontology.org/operation_3197
"Matchmaker exchange",http://edamontology.org/operation_3431
"Matchmaker exchange",http://edamontology.org/operation_2421
SPICKER,http://edamontology.org/operation_3432
Chimera,http://edamontology.org/operation_0570
Chimera,http://edamontology.org/operation_2480
AMBER,http://edamontology.org/operation_2426
AutoDock,http://edamontology.org/operation_2492
"AutoDock Vina",http://edamontology.org/operation_0478
MDAnalysis,http://edamontology.org/operation_2476
SwissParam,http://edamontology.org/operation_3893
NetPhosK,http://edamontology.org/operation_0417
Libra,http://edamontology.org/operation_3635
Libra,http://edamontology.org/operation_3630
Libra,http://edamontology.org/operation_3639
Libra,http://edamontology.org/operation_3641
SearchGUI,http://edamontology.org/operation_3644
SearchGUI,http://edamontology.org/operation_3767
SearchGUI,http://edamontology.org/operation_3694
SearchGUI,http://edamontology.org/operation_3631
SearchGUI,http://edamontology.org/operation_3647
SearchGUI,http://edamontology.org/operation_3648
SearchGUI,http://edamontology.org/operation_3646
Comet,http://edamontology.org/operation_3646
FunRich,http://edamontology.org/operation_2436
FunRich,http://edamontology.org/operation_3459
FunRich,http://edamontology.org/operation_2497
ModPred,http://edamontology.org/operation_0417
"Clustal Omega",http://edamontology.org/operation_0492
PHDhtm,http://edamontology.org/operation_0269
CASTp,http://edamontology.org/operation_2406
CASTp,http://edamontology.org/operation_2575
CASTp,http://edamontology.org/operation_0320
CASTp,http://edamontology.org/operation_0387
MolProbity,http://edamontology.org/operation_0322
MolProbity,http://edamontology.org/operation_0321
MolProbity,http://edamontology.org/operation_1844
MolProbity,http://edamontology.org/operation_2428
MolProbity,http://edamontology.org/operation_0249
GOLD,http://edamontology.org/operation_0478
GOLD,http://edamontology.org/operation_2492
TM-score,http://edamontology.org/operation_2479
"CcpNmr Analysis",http://edamontology.org/operation_0570
MUpro,http://edamontology.org/operation_0331
ABCpred,http://edamontology.org/operation_2575
